MS COCO Image ID,Question ID,Soru,Yapay Zeka Cevabi,Gercek Cevaplar,Durum
262148,262148000,Where is he looking?,down,down; down; at table; skateboard; down; table; down; down; down; down,Dogru
483227,483227010,Is anyone wearing a hat?,no,no; no; no; no; no; no; no; no; no; no,Dogru
483227,483227011,What color is the boy on the far right's shirt?,purple,purple; purple; purple; purple; purple; purple; purple; purple; purple; purple,Dogru
483227,483227012,What color are the shoelaces?,white,white; white; blue; white; white; white; black; white; white; white,Dogru
483227,483227013,What color is the closest woman shirt?,purple,purple; purple; purple; blue; purple; purple; purple; purple; purple; purple,Dogru
483227,483227014,What are the people doing?,tennis,tennis; tennis; standing; tennis; serving; waiting; practicing tennis; taking tennis lessons; tennis; playing tennis,Dogru
483227,483227015,How many people are standing?,9,8; 8; 8; 8; 7; 8; 8; 8; 7; 8,Yanlis
146855,146855000,What color are the person's shoes?,white,white; white; white; white; white; white; white; white; white; white,Dogru
146855,146855001,Could this be called art?,yes,no; yes; yes; yes; yes; no; yes; yes; yes; no,Dogru
146855,146855002,What is the boy swinging from?,traffic light,street lights; traffic lights; light signal; light pole; light pole; streetlight; sculpture; light post; street light; stoplight,Yanlis
146855,146855003,What color is the grass?,green,brown; brown; grass; brown; green; brown; green; green; green; green,Dogru
277932,277932000,What object is nearest the camera?,mirror,car; mirror; mirror; mirror; giraffe; tree; rear view mirror; side mirror; mirror; car mirror,Dogru
277932,277932001,How many animals are in the image?,4,5; 3; 3; 3; 3; 1; 3; 3; 3; 3,Yanlis
277932,277932002,Can you identify the funny-looking plants in the lower left-hand corner of this picture?,no,no; shrubbery; no; shrub; no; no; tree; no; no; no,Dogru
277932,277932003,What kind of animals are in the image?,giraffe,"giraffe zebra; giraffe and zebra; giraffe and zebras; giraffe and zebras; giraffes and zebras; giraffes; zebra and giraffe; giraffe zebra; giraffe; giraffe, zebra",Dogru
409009,409009000,What color is the stripe on the train?,white,white; black; no stripe; yellow; no stripe; white; white; white; silver; black,Dogru
409009,409009001,Is this train outside?,no,no; yes; no; no; yes; no; yes; no; no; yes,Dogru
409009,409009002,What mode of transportation is this?,train,light rail; train; bullet train; train; train; public; train; train; train; subway,Dogru
409009,409009003,Is this a high-speed train?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
15797,15797000,Will someone be injured?,no,no; no; no; yes; no; no; no; no; no; yes,Dogru
15797,15797001,What is the man doing?,snowboarding,snowboarding; sitting; snowboarding; snowboarding; snowboarding; snowboarding; sitting; snowboarding; snowboarding; snowboarding,Dogru
15797,15797002,Can you see trees?,no,no; no; no; no; no; no; no; no; no; no,Dogru
15797,15797003,Is it a sunny day outside?,no,no; no; no; no; no; no; no; no; no; no,Dogru
15797,15797004,What color is the person's pants?,black,blue; black; black; black; black; black; black; black; blue; black,Dogru
15797,15797005,Is the snow deep?,yes,yes; no; yes; yes; yes; no; no; no; yes; yes,Dogru
15797,15797006,Is it  daytime?,yes,no; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
15797,15797007,What color are the woman's pants?,black,black; black; black; dark blue; black; black; black; black; black; dark blue,Dogru
146871,146871000,Is this person going to have an easy time falling asleep?,no,no; no; unknown; don't know; no; no; no; no; no; no,Dogru
146871,146871001,What someone using the computer in bed?,yes,yes; yes; yes; yes; yes; yes; no; yes; yes; yes,Dogru
146871,146871002,Are the blinds open in the window?,no,no; no; no; no; no; no; no; no; no; no,Dogru
146871,146871003,What helps the girl read the screen?,light,light; lamp; light; eyes; light; light; light from electronic devices; glasses; tv light; light,Dogru
146871,146871004,What is the person doing in the photo?,reading,surfing on laptop; resting; using laptop; on her laptop; watching tv; watching tv; using laptop; using laptop; watching television; watching tv,Yanlis
146871,146871005,What room is this?,bedroom,bedroom; bedroom; bedroom; bedroom; bedroom; bedroom; bedroom; bedroom; bedroom; bedroom,Dogru
409016,409016000,Is the woman playing softball?,no,no; no; no; no; no; no; no; no; no; no,Dogru
409016,409016001,Are there lots of spectators?,no,no; no; no; no; no; no; no; no; no; no,Dogru
409016,409016002,How many people?,4,5; 5; 5; 1; 4; 1; 4; 5; 5; 3,Dogru
277945,277945000,Is the player dressed all in white?,no,no; no; no; no; no; no; no; no; no; no,Dogru
277945,277945001,Will the batter strike the ball?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
277945,277945002,What sport is being played?,baseball,baseball; baseball; baseball; baseball; baseball; baseball; baseball; baseball; baseball; baseball,Dogru
277945,277945003,Is this man twisting his leg?,yes,yes; yes; no; yes; yes; yes; yes; yes; yes; yes,Dogru
15802,15802000,What does the sign say?,stop,stop; stop; stop; stop; stop; stop; stop; stop; stop; stop,Dogru
15802,15802001,What shape is the sign?,octagon,octagon; octagon; octagon; octagon; hex; octagon; octagon; octagon; octagon; stop,Dogru
15802,15802002,Are trees visible?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
15802,15802003,What surrounds the sign?,snow,snow; snow; snow; snow; snow; snow; snow; white border; snow; snow,Dogru
540093,540093000,Is it raining?,yes,yes; yes; yes; yes; no; no; yes; yes; yes; yes,Dogru
540093,540093001,What is covering the table?,plastic,plastic; plastic; plastic; plastic; plastic; plastic sheeting; plastic; plastic; plastic; white plastic,Dogru
540093,540093002,Why is the table covered in plastic?,protection,it is raining; keep it clean and dry; protect; rain; protect from rain; it's raining; to protect it from rain; raining; protection; rain,Dogru
540093,540093003,Is the ground littered?,no,no; no; yes; no; yes; yes; no; yes; no; yes,Dogru
24480,24480000,Is this a male or female?,female,male; male; male; male; male; female; male; male; male; male,Dogru
24480,24480001,What color are the tags?,orange,orange; yellow; yellow; orange; orange; orange; black; orange; orange; red/green,Dogru
24480,24480002,What color is this animal?,black,"black; black; black and white; black; black; black; black; black; black; black, white",Dogru
24480,24480003,Do these animals have horns?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
24480,24480004,How many cows in photo?,one,1; 1; 1; 1; 1; 1; 1; 1; 1; 1,Yanlis
540098,540098000,What game is he playing?,skateboarding,skateboarding; skateboarding; skateboarding; skateboarding; skating; skateboard; skateboarding; skateboarding; skateboard; skateboarding,Dogru
540098,540098001,Is the body of water a lake?,yes,yes; yes; yes; yes; no; yes; no; yes; yes; yes,Dogru
540098,540098002,What is the man trying to hit?,skateboard,he's falling; ground; nothing; skateboard; board; air; nothing; nothing; skateboard; man is trying to hit skateboard,Dogru
540098,540098003,What activity is this person taking part in?,skateboarding,skateboarding; skateboarding; skateboarding; skateboard; skateboarding; skateboarding; skateboarding; skateboarding; skateboarding; kung fu,Dogru
540098,540098004,What type of footwear is the person wearing?,sneakers,sneakers; skateboarding shoes; sneakers; shoes; shoes; sneakers; sneakers; sneakers; tennis shoes; sneakers,Dogru
540098,540098005,How many young boys are in the photo?,1,1; 1; 1; 1; 1; 1; 1; 1; 1; 1,Dogru
540098,540098006,Should this person be wearing a helmet?,yes,yes; yes; yes; yes; yes; protection; yes; yes; yes; yes,Dogru
540098,540098007,Did he fall of his skateboard?,yes,yes; no; no; maybe; yes; yes; yes; yes; yes; yes,Dogru
540098,540098008,Is there a lake of water nearby?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
540098,540098009,Does this child have any feet on the ground?,no,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Yanlis
540098,540098010,Is this person injured because of his skateboarding activities?,no,no; no; no; yes; no; no; yes; yes; no; no,Dogru
540098,540098011,What is he about to land on?,skateboard,skateboard; ground; sidewalk; skateboard; ground; ground; concrete; sidewalk; floor; sidewalk,Dogru
540099,540099000,What is the dog chewing on?,frisbee,frisbee; frisbee; frisbee; frisbee; frisbee; frisbee; frisbee; frisbee; frisbee; frisbee,Dogru
540099,540099001,What animal is the same colors as the dog?,dog,cow; panda; skunk; dog; zebra; zebra; cow; penguin; cow; skunk,Dogru
540099,540099002,Is this a wild dog?,no,no; no; no; no; no; no; no; no; no; no,Dogru
540101,540101000,Does the weather appear to be sunny?,no,yes; no; no; no; no; no; no; no; no; no,Dogru
540101,540101001,What does this street overlook?,big ben,big ben; big ben; building; city; big ben; main street; city; clock tower; church; tall clock,Dogru
540101,540101002,Are there any people on the street?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
540101,540101003,What color is the streetlight displaying?,green,green; green; green; green; green; green; green; green; green; green,Dogru
540101,540101004,Where are there reflections?,windows,yes; windows; buildings; in sign; nowhere; none; on sidewalk; on post; sun; car windows,Dogru
540101,540101005,Do you like London?,yes,yes; yes; sure; i've never been there; yes; yes; yes; yes; no; yes,Dogru
540101,540101006,Are the street lights turned on?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
409030,409030000,Does this man need a haircut?,yes,yes; no; yes; yes; yes; yes; no; no; no; yes,Dogru
409030,409030001,Is there an object in the photo that could keep a person dry in the rain?,yes,yes; yes; yes; no; yes; yes; yes; yes; yes; yes,Dogru
409030,409030002,What gadget is the man using?,cell phone,phone; phone; phone; cell phone; cell phone; phone; cell phone; cell phone; cell phone; smartphone,Dogru
146887,146887000,How many birds are in this scene?,3,3; 3; 3; 3; 3; 3; 3; 3; 3; 3,Dogru
146887,146887001,Are these birds of prey?,no,no; no; no; no; no; no; yes; no; no; no,Dogru
146887,146887002,What are the birds on?,tree,tree; branch; tree; tree; branch; tree; dead tree; tree; tree; tree,Dogru
277961,277961000,Is the animal standing on grass?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
277961,277961001,Are there humans looking at the zebra?,yes,yes; yes; no; yes; yes; yes; yes; yes; yes; yes,Dogru
277961,277961002,What type of animal is this?,zebra,zebra; zebra; zebra; zebra; zebra; zebra; zebra; zebra; zebra; zebra,Dogru
277961,277961003,How many lines are on the zebras?,100,77; at least 30; 125; many; 150; 50; 500; too many to count; 43; 1,Yanlis
277961,277961004,Is the zebra facing away from the camera?,yes,yes; yes; yes; away; yes; yes; yes; no; yes; yes,Dogru
277961,277961005,What color is the zebra?,black and white,black and white; black and white; black and white; black n white; black and white; black and white; black and white; black and white; black and white; black and white,Dogru
277961,277961006,Is the zebra walking down a hill?,yes,no; no; no; no; no; no; no; no; no; no,Yanlis
277961,277961007,How many legs does the animal have?,4,4; 4; 4; 4; 4; 4; 4; 4; 4; 4,Dogru
15818,15818000,What is the man carrying?,surfboard,surfboard; surfboard; surfboard; surfboard; surfboard; surfboard; surfboard; surfboard; surfboard; surfboard,Dogru
15818,15818001,Is the man riding a board on the right?,no,no; no; no; no; no; no; no; no; no; no,Dogru
15818,15818002,What is the man walking along?,beach,beach; beach; shore; ocean; surf; shore; beach; shore; yes; sand,Dogru
15818,15818003,What is the man wearing?,wetsuit,wet suit; wetsuit; wetsuit; wetsuit; swimsuit; jumpsuit; bodysuit; wetsuit; wetsuit; wetsuit,Dogru
540107,540107000,What kind of animals are shown?,elephants,elephants; elephants; elephant; elephants; elephants; elephants; elephants; elephants; elephants; elephants,Dogru
540107,540107001,What is in the water?,elephants,elephants; elephants; elephant; elephants; elephants; elephants; elephants; elephants; elephants; elephants,Dogru
540107,540107002,Is his an army of elephants?,yes,yes; no; no; yes; yes; no; yes; no; yes; yes,Dogru
111864,111864000,What are the colors of the leaves?,orange,yellow; yellow; orange; yellow; orange; orange; orange; gold; orange and green; orange,Dogru
111864,111864001,Is anyone wearing a tie?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
111864,111864002,Does the man on the right need to shave?,yes,yes; yes; no; no; yes; no; yes; yes; yes; yes,Dogru
15826,15826000,How many people have theirs shirts off?,3,3; 3; 3; 3; 3; 3; 2; 3; 3; 1,Dogru
15826,15826001,What kind of shoes are the skateboarders wearing?,sneakers,tennis shoes; tennis shoes; tennis; tennis shoes; skate; skater; skate shoes; adidas; tennis; skate shoes,Yanlis
15826,15826002,What material are the pants in the foreground?,denim,denim; denim; denim; denim; denim; denim; denim; denim; jeans; jeans,Dogru
15827,15827000,What color is the license plate?,red,red; red; red; red; red; red; red; red; red; red,Dogru
15827,15827001,Are there more than 5 motorcycles in this picture?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
15827,15827002,How many bikes are there?,many,35; 130; several; 30; 50; many; 20; many; 19; 50,Dogru
15827,15827003,Where are the motorcycles parked?,on street,sidewalk; parking lot; road; street; on street; street; street; side street; street; street,Dogru
540117,540117000,Does the building need to be refurbished?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
540117,540117001,What material is the building made out of?,metal,metal; tin; metal; tin; metal; metal; corrugated iron; sheet metal; steel; metal,Dogru
540117,540117002,What can we see from the reflection?,car,bus and car; vehicles on street; truck and car; vehicles; cars; street; car and rear of truck; car; cars; truck and car,Dogru
199247,199247000,Do these animals ever suffer from the same diseases as people do?,yes,yes; no; no; yes; yes; yes; yes; yes; yes; no,Dogru
199247,199247001,Which animal is roaming inside farm?,sheep,sheeps; cows; cows; none; none; sheep; cow; buffalo; sheep; sheep,Dogru
199247,199247002,Is the bear in the wild?,no,no; yes; yes; yes; yes; yes; yes; yes; no; no,Dogru
199247,199247003,How many bears?,0,0; 0; 0; 10; 9; 12; 9; 0; 0; 9,Dogru
199247,199247004,What are these animals doing?,resting,grazing; grazing; napping; sleeping; laying in grass; sleeping; sleeping; grazing; lying down; laying down,Yanlis
409052,409052000,What airline does the plane belong to?,klm,royal dutch airlines; klm; klm; klm; klm - royal dutch airlines; klm; klm; klm; klm; klm,Dogru
409052,409052001,What airline is this?,klm,klm; klm; klm; klm royal busch airlines; klm; klm; klm royal dutch; klm; klm; klm,Dogru
409052,409052002,What airline is advertised on the side of the aircraft?,klm,klm-royal dutch airlines; klm; klm royal dutch airlines; klm; royal dutch airlines; klm; klm; klm; klm royal dutch airlines; klm royal dutch airlines,Dogru
409052,409052003,Why does the airplane have a crown on the tail?,logo,logo; logo; advertisement; trademark; brand; logo; yes; symbol; its logo for klm; logo,Dogru
146910,146910000,What color is the photo?,black and white,vin diesel; black white; black and white; black and white; black and white; black and white; black and white; black and white; black and white; black/white,Dogru
146910,146910001,Is this man eating healthy?,no,no; no; no; no; no; no; no; no; yes; no,Dogru
146910,146910002,What is on the man's eye's?,sunglasses,sunglasses; glasses; glasses; sunglasses; sunglasses; shades; sunglasses; sunglasses; sunglasses; glasses,Dogru
15839,15839000,Does this room look messy?,yes,yes; yes; yes; yes; yes; no; yes; no; yes; red,Dogru
15839,15839001,What is the flooring made of?,tile,vinyl; linoleum; tile; tile; linoleum; linoleum; linoleum; tile; vinyl; linoleum,Dogru
15839,15839002,What color is the rug under the dog?,white,white; white; tan; gray; gray; no dogs here; tan; gray; white; blue,Dogru
15839,15839003,What color are the appliances?,black,black; black; black; black; black; black; black; black; black; black,Dogru
15839,15839004,Is the refrigerator open?,no,no; no; no; no; no; no; no; no; yes; no,Dogru
277984,277984000,Is this room tidy?,no,no; yes; no; yes; no; no; yes; no; no; no,Dogru
277984,277984001,Are these chairs in disrepair?,yes,yes; no; no; no; yes; yes; no; yes; no; 4,Dogru
277984,277984002,Is this a picture of a basement?,no,no; no; yes; no; no; no; no; no; no; no,Dogru
146917,146917000,What kind of food is this?,fruit,fruit; dessert; fruit; fruit; peach; fruit; fruits; fruit; fruit; fruits,Dogru
146917,146917001,Are there chocolate donuts on the shelves?,no,no; no; no; no; no; no; no; no; no; no,Dogru
146917,146917002,What is the highest number seen?,800,800; 800; 800; 800; 8.00; 800; 800; 800; 800; 8.00,Dogru
146917,146917003,What type of establishment is this?,fruit stand,produce stand; fruit stand; fruit stand; produce; fruit stand; market; fruit market; food store; fruit stand; produce market,Dogru
15846,15846000,What is the number on the back of the man's shirt?,2,11; 11; 11; 11; 11; 11; 11; 11; 11; 11,Yanlis
15846,15846001,What is the color of the shirt of the man reaching for the Frisbee?,blue,blue; blue; blue; blue; blue; blue; blue; blue; blue; blue,Dogru
15846,15846002,Is the man in red trying to catch the frisbee?,yes,yes; no; no; yes; no; no; no; yes; yes; no,Dogru
15846,15846003,What is the man jumping to catch?,frisbee,frisbee; frisbee; frisbee; frisbee; frisbee; frisbee; frisbee; frisbee; frisbee; frisbee,Dogru
277991,277991000,Could this be a restaurant?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
277991,277991001,"Are people, in the background, standing and/or sitting?",sitting,sitting; sitting; sitting; sitting; sitting; sitting; sitting; sitting; sitting; sitting,Dogru
277991,277991002,What occasion are these two people likely celebrating?,birthday,graduation; birthday; birthday; anniversary; birthday; birthday; dinner; birthday; birthday; family,Dogru
277991,277991003,What are the people at the table doing?,eating,eating; eating; eating; posing; dining; posing; smiling; posing; posing for camera; eating,Dogru
277991,277991004,"Is this a congested, urban area?",no,no; possibly; yes; yes; no; no; yes; yes; no; yes,Dogru
277991,277991005,How many bottles of wine are there?,1,2; 1; many; 1; 1; 6; 1; 2; 1; 2,Dogru
277991,277991006,Are these people cold?,no,no; no; no; no; no; no; no; no; no; no,Dogru
277991,277991007,What brand is the blue shirt?,polo,gap; polo; polo; polo; levi; arrow; polo; cannot tell; american express; aeropostale,Dogru
15850,15850000,What is the food in?,cutting board,chopping board; chopping board; table; chopping block; chopping board; cutting board; board; kitchen; pieces; cutting board,Dogru
15850,15850001,Is sanitary to eat off of this table?,no,yes; yes; no; no; no; no; no; no; yes; no,Dogru
15850,15850002,How many slices of chicken are in this picture?,12,15; 14; 15; 14; 15; 14; 15; 14; 15; 15,Yanlis
15850,15850003,Can this be considered a garden?,no,no; no; no; no; no; no; no; no; no; no,Dogru
15850,15850004,Is a meal being prepared?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; no,Dogru
15850,15850005,What color is the cutting board?,brown,brown; brown; brown; brown; light wood color; brown; brown; brown; lite brown; brown,Dogru
15850,15850006,What is the cutting board made of?,wood,wood; wood; wood; wood; wood; wood; wood; wood; wood; wood,Dogru
15850,15850007,How many knives are in the picture?,1,1; 1; 1; 0; 1; 1; 0; 0; 0; 0,Dogru
15850,15850008,What is the food sitting on?,cutting board,cutting board; cutting board; cutting board; cutting board; board; cutting board; cutting board; cutting board; cutting board; cutting board,Dogru
146929,146929000,How kind of bread is used on the burger?,bun,hot dog bun; hot dog bun; no burger it is hot dog in bun; white; hot dog bun; bun; hot dog bun; italian; white; hot dog bun,Dogru
146929,146929001,Are there two hot dogs?,no,no; no; no; no; no; no; no; no; no; no,Dogru
146929,146929002,Is this a sandwich or a hot dog?,hot dog,hot dog; hot dog; hot dog; hot dog; hot dog; hot dog; hot dog; hot dog; hot dog; hot dog,Dogru
146929,146929003,What vegetable is included?,lettuce,"lettuce; lettuce; yes; potatoes, onion, tomato and lettuce; lettuce; lettuce tomato onion; potato; lettuce, onions, tomatoes, potatoes; lettuce; lettuce",Dogru
146929,146929004,Does the hot dog have any condiments on it?,no,no; no; no; no; no; no; no; no; no; no,Dogru
146929,146929005,Is the hot dog yummy?,yes,no; yes; no; yes; yes; yes; yes; yes; no; yes,Dogru
146929,146929006,Is there mustard?,no,no; no; no; no; no; no; no; no; no; no,Dogru
146929,146929007,Does this meal require a fork?,no,no; no; no; no; yes; no; no; no; no; no,Dogru
146929,146929008,How many hot dogs are there?,one,1; 1; 1; 1; 1; 1; 1; 1; 1; 1,Yanlis
146929,146929009,How many hot dogs are on the plate?,1,1; 1; 1; 1; 1; 1; 1; 1; 1; 1,Dogru
146929,146929010,What is on hot dog?,nothing,nothing; nothing; nothing; bun; nothing; plain; yes; nothing; nothing; nothing,Dogru
146929,146929011,What style of hot dog sandwich is this?,plain,bratwurst; toasted; toasted; footlong; plain; chili dog; grill; plain; grilled; footlong,Dogru
146929,146929012,How many hot dogs are here?,1,1; 1; 1; 1; 1; 1; 1; 1; 1; 1,Dogru
146929,146929013,What type of plate is this?,white,white; ceramic; white; white; dinner; ceramic; glass plate; ceramic; white; paper,Dogru
146929,146929014,Is the hot dog burnt?,no,no; no; no; no; no; no; yes; no; yes; no,Dogru
146929,146929015,Has the hotdog been grilled?,yes,yes; yes; yes; no; yes; no; no; yes; yes; yes,Dogru
146929,146929016,Are the hot dogs loaded with condiments?,no,no; no; no; no; no; no; no; no; no; no,Dogru
146929,146929017,Are there condiments on the hot dogs?,no,no; no; no; no; no; no; no; no; no; no,Dogru
146929,146929018,What kind of fries are with the sandwich?,french fries,french fried; french; french fries; straight cut; french; french fries; potato; potato; string; french,Dogru
146929,146929019,What is on the hotdog?,nothing,nothing; nothing; burn marks; nothing; nothing; nothing; nothing; nothing; nothing; nothing,Dogru
278006,278006000,Is this a shopping district?,no,no; no; no; no; no; no; no; no; no; no,Dogru
278006,278006001,What streets cross over there?,garrison and bond,"garrison and bond; garrison, warren and bond; bond garrison; bond and garrison; garrison ave,bond st; garrison and bond; warren h curtis corner, bond st, garrison av; garrison; garrison; garrison ave and warren h curtis corner",Dogru
278006,278006002,What are the cross streets?,garrison and bond,"bond and garrison; bond garrison; warren h curtis, bond, garrison; bond and garrison; bond and garrison; garrison bond; garrison and bond; warren h curtis and garrison; garrison and bind; garrison bond",Dogru
278006,278006003,Are dead bodies found in this building?,no,no; possibly; no; no; no; no; no; no; no; no,Dogru
278006,278006004,Are the houses close together?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
278006,278006005,Is the window open?,no,"no; no; no; no; no; no; none, of them are; no; no; no",Dogru
278006,278006006,Are the wires tangled?,no,no; yes; yes; yes; no; yes; yes; yes; yes; yes,Dogru
146936,146936000,Is the woman holding a baby?,no,no; no; no; no; no; no; no; no; no; no,Dogru
146936,146936001,Are the sandwiches the same?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
146936,146936002,Is this Times Square on New Year's Eve?,no,no; no; no; no; yes; yes; not sure; no; no; yes,Dogru
540159,540159000,How many people can sleep in this room?,1,1; 5; 1; 1; 1; 2; 1; 1; 1; 1,Dogru
540159,540159001,Is that blanket made out of yarn?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
540159,540159002,Is the lamp light on in the photo?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
540159,540159003,Where are the scissors?,on table,on end table; on desk by lamp; on book; on top of book near lamp; book; on book on table; on book; end table; end table; end table,Yanlis
540159,540159004,Is there a heater in this room?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
540160,540160000,Is the guy out the window wearing his hat forwards or backwards?,backwards,backwards; backwards; backwards; backwards; backwards; backwards; backwards; backwards; backwards; backwards,Dogru
540160,540160001,How many people hanging out the windows?,2,3; 3; 1; 3; 4; 3; 12; 5; 5; 4,Yanlis
540160,540160002,How many train cars?,10,13; 13; 12; 13; 12; 11; 14; 12; 12; 12,Yanlis
374017,374017000,What is the floor made of?,wood,wood; wood; wood; wood; wood; wood tile; hardwood; wood; wood; wood,Dogru
374017,374017001,Is the woman real?,yes,no; yes; no; no; no; yes; no; yes; yes; no,Dogru
374017,374017002,Is she praying?,no,no; no; no; no; no; no; yes; no; no; no,Dogru
374017,374017003,What is the woman wearing?,nothing,sheet; white shirt; nightgown; pajamas; pajamas; clothes; nothing; pajamas; laying down; sleepwear,Dogru
409098,409098000,Why is the rocks white?,snow,because they formed that way; snow; painted; painted; snow; bleached from sun; what they're made of; painted; because that is how they were formed; lighting,Dogru
409098,409098001,Does this animal have a long neck?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
409098,409098002,How long would this giraffe's tongue be fully extended?,3 inches,"5""; 6 inch; very; 10 inches; very long; 4 inches; very long; 5 inches; 4 feet; lick",Yanlis
409098,409098003,What is the giraffe reaching for?,water,water; water; water; food; grass; leaf; water; water; water; water,Dogru
15883,15883000,What is on the racks behind the man?,bread,bread; bread; bread; bread; bread; bread; bread; bread; cake; bread,Dogru
15883,15883001,What is the man cooking?,meat,sub; pizza; pork; sandwich; pizza; sub; cheese steak; pork; meat; sandwich,Dogru
15883,15883002,What color is her apron?,purple,blue; purple; purple; purple; purple; purple; purple; purple; purple; blue,Dogru
15883,15883003,What color is the man's apron?,purple,purple; gray; gray; purple; gray; purple; purple; purple; purple; purple,Dogru
540172,540172000,What kind of tires are behind the chair?,bicycle,bike tires; bicycle; bike; bicycle; bicycle tires; bicycle tires; bicycle; bike; bike tires; bicycles,Dogru
540172,540172001,Does this meal look like breakfast or lunch?,lunch,lunch; lunch; lunch; breakfast; yes; lunch; lunch; lunch; lunch; lunch,Dogru
540172,540172002,What beverage is in the cup?,coffee,coffee; coffee; coffee; coffee; coffee; hot chocolate; coffee; coffee; coffee; coffee,Dogru
242946,242946000,Are they eating with chopsticks?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
242946,242946001,Is this an American food?,no,no; no; no; no; no; no; no; no; no; no,Dogru
242946,242946002,Is one of the women wearing a stripes shirt?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
540174,540174000,Is the baby going to lick the donut?,yes,yes; yes; maybe; maybe; no; yes; no; yes; no; no,Dogru
540174,540174001,What is the baby eating?,donut,doughnut; hamburger; doughnut; donut; donut; donut; donut; donut; donut; donut,Dogru
540174,540174002,What is the kid holding?,donut,donut; donut; donut; donut; donut; doughnut; donut; donut; donut; donut,Dogru
278032,278032000,Can passengers climb down to the tracks to enter from the other side?,no,no; yes; yes; yes; yes; no; yes; yes; no; no,Dogru
278032,278032001,What color is the train  mainly?,red,red; red; red; red; red; red; red; red; red; red,Dogru
278032,278032002,Is this the fastest way to travel in the US?,no,yes; no; no; no; no; no; no; no; no; no,Dogru
278032,278032003,What numbers are stenciled on the front of the train?,183,183; 183; 183; 183; 183; 183; 183; 183; 183; 183,Dogru
278032,278032004,Is there a traffic light?,no,no; no; no; no; no; no; no; no; no; no,Dogru
278032,278032005,Could this be electrically powered?,yes,yes; possibly; yes; yes; yes; yes; yes; yes; no; yes,Dogru
146961,146961000,How many people are standing in this kitchen?,1,1; 1; no; 1; 1; 1; 1; 1; 1; 1,Dogru
146961,146961001,Where is the microwave?,above stove,over stove; in front of man; over oven; above food; above counter; above counter; in cabinet above stove; above stove; on cabinet; above stove,Dogru
146961,146961002,What kinds of food are visible?,meat,meat; dinner; chicken; coffee; meat bread; chicken; meat; dinner; meat; chicken,Dogru
146961,146961003,Is he cooking breakfast?,no,no; no; no; yes; yes; no; no idea; no; yes; no,Dogru
146963,146963000,Is this a bachelor pad?,no,yes; yes; no; no; yes; yes; yes; yes; no; no,Dogru
146963,146963001,Is there any wood trim on the couch?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
146963,146963002,Is this man considered a nerd?,yes,yes; yes; unknown; yes; yes; no; yes; yes; yes; yes,Dogru
540180,540180000,Is this a sunny day?,no,yes; yes; no; no; will be; no; no; yes; no; no,Dogru
540180,540180001,What color is the light?,green,green; green; green; green; green; green; green; green; green; green,Dogru
540180,540180002,What color is the hand on the crosswalk?,green,green; white; green; black; green; green; red; green; unknown; green,Dogru
540180,540180003,Are there mountains in the area?,no,no; no; no; no; no; no; yes; no; yes; yes,Dogru
540180,540180004,What is speed limit?,25,20; 20 mph; 35; unsure; 35d; 20; 50; no limit; 25; 25,Dogru
540180,540180005,Is the light happy?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
540180,540180006,Is the stoplight suspended over the people?,no,no; no; yes; no; no; yes; no; no; yes; no,Dogru
540180,540180007,What does the current traffic light indicate?,go,go; go; go; go; go; go; green; go; go; green,Dogru
540180,540180008,Is the traffic light green?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
540180,540180009,Does this light indicate it is time for traffic to move?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
